"","X","id","scenario","decider","acceptance","agreement","importance","age","gender","duration","trust","voter_influence","big5_agreeableness","big5_extraversion","big5_neuroticism","big5_conscientiousness","big5_openness","date_time","last_access","swing_voter","voting_intention","voting_pref","voting_pref_strength","one_party"
"129",129,759,"nuclear_energy","SPD",-1.83333337306976,2,3,46,"female",793,0.333333343267441,"some influence",3,4,2,4,4,"2011-03-22 14:12:06","2011-03-22 14:25:19",1,"FDP","FDP",3,0
"130",130,757,"central_exam","party general",-1.5,1,4,48,"female",580,0.666666686534882,"some influence",3,3,3,3,3,"2011-03-22 14:05:18","2011-03-22 14:14:58",0,"CDU","CDU",4,1
"131",131,235,"religious_education","referendum",-1,2,3,53,"male",534,0.333333343267441,"almost no influence",2.66666674613953,4.5,3.5,3.5,3,"2011-03-18 13:04:11","2011-03-18 13:13:05",1,"Pirate Party","FDP",3,1
"132",132,310,"nuclear_energy","party general",-0.666666686534882,2,3,56,"female",1440,0,"some influence",2.66666674613953,3.5,3,3,3,"2011-03-18 16:15:46","2011-03-18 16:39:46",0,"Pirate Party","other",2,1
"133",133,869,"nuclear_energy","referendum",-2.33333325386047,1,5,60,"female",807,1.33333337306976,"some influence",3.66666674613953,3.5,4,5,4.5,"2011-03-23 12:08:32","2011-03-23 12:21:59",0,"SPD","SPD",4,1
"134",134,706,"religious_education","referendum",-2.16666674613953,1,1,58,"male",703,0.333333343267441,"almost no influence",3,3,2,4,3,"2011-03-22 07:54:48","2011-03-22 08:06:36",0,"Pirate Party","SPD",4,1
"135",135,746,"central_exam","party general",-0.333333343267441,2,1,45,"female",1124,0.333333343267441,"almost no influence",3.66666674613953,5,2,5,4,"2011-03-22 13:24:27","2011-03-22 13:43:11",1,"FDP","SPD",3,0
"136",136,602,"religious_education","SPD",-3,1,4,65,"male",646,0.666666686534882,"some influence",2.66666674613953,3.5,3,4,3,"2011-03-21 17:29:44","2011-03-21 17:40:30",1,"Free Voters","other",3,0
"137",137,527,"religious_education","experts",-1.33333337306976,1,3,30,"male",466,0,"some influence",3,3,1.5,4,2,"2011-03-21 09:50:18","2011-03-21 09:58:04",0,"CDU","CDU",4,1
"138",138,751,"nuclear_energy","SPD",-1,2,3,47,"female",419,0.333333343267441,"almost no influence",3.33333325386047,3.5,3.5,4,3.5,"2011-03-22 13:42:14","2011-03-22 13:49:13",NA,"I would not vote","other",1,0
"139",139,113,"nuclear_energy","party general",-0.333333343267441,2,1,30,"female",560,0.333333343267441,"some influence",2.33333325386047,4.5,4,3.5,4.5,"2011-03-17 21:20:01","2011-03-17 21:29:22",1,"SPD","SPD",3,0
"140",140,455,"central_exam","SPD",-1.16666662693024,2,1,45,"male",693,0,"almost no influence",4,3,2,2.5,2.5,"2011-03-19 17:03:53","2011-03-19 17:15:26",1,"Left Party","no favoured party",0,0
"141",141,141,"religious_education","SPD",0,2,2,26,"female",1024,0.666666686534882,"some influence",4.33333349227905,3,3,4.5,3.5,"2011-03-18 08:43:22","2011-03-18 09:00:26",0,"CDU","CDU",4,1
"142",142,748,"nuclear_energy","CDU",-2.5,1,5,49,"female",542,0.666666686534882,"almost no influence",3.33333325386047,4,2.5,4.5,4.5,"2011-03-22 13:27:01","2011-03-22 13:36:03",1,"Ecological Party","no favoured party",0,0
"143",143,462,"religious_education","CDU",-0.833333313465118,1,3,25,"female",702,1,"some influence",3,3.5,3,3,4,"2011-03-19 18:58:27","2011-03-19 19:10:09",NA,"CDU","CDU",4,1
"144",144,398,"central_exam","experts",-2.66666674613953,2,3,56,"male",840,0.333333343267441,"strong influence",2.33333325386047,4.5,1,4,2.5,"2011-03-19 05:05:13","2011-03-19 05:19:14",0,"CDU","CDU",5,1
"145",145,110,"nuclear_energy","experts",-2,1,5,28,"female",916,1.66666662693024,"strong influence",2.33333325386047,4.5,2.5,4,3.5,"2011-03-17 21:10:31","2011-03-17 21:25:52",0,"SPD","SPD",5,1
"146",146,105,"central_exam","SPD",-0.16666667163372,2,2,30,"male",686,0.666666686534882,"some influence",3.33333325386047,1,2,3.5,4,"2011-03-17 20:25:42","2011-03-17 20:37:08",0,"Greens","Greens",4,1
"147",147,574,"religious_education","referendum",-1.16666662693024,2,3,46,"male",603,-0.666666686534882,"some influence",3.33333325386047,2.5,4,4.5,5,"2011-03-21 16:05:33","2011-03-21 16:15:41",1,"Pirate Party","Greens",3,1
"148",148,284,"central_exam","CDU",-1.66666662693024,1,5,64,"male",932,0.333333343267441,"strong influence",2,3.5,1.5,5,5,"2011-03-18 15:10:30","2011-03-18 15:26:02",0,"CDU","CDU",4,1
"149",149,588,"religious_education","SPD",0.16666667163372,2,2,44,"male",619,1.33333337306976,"strong influence",3.33333325386047,2,2.5,2.5,2,"2011-03-21 16:49:28","2011-03-21 16:59:47",1,"CDU","CDU",4,1
"150",150,158,"nuclear_energy","experts",-2.33333325386047,1,5,54,"female",1064,0.666666686534882,"some influence",2.66666674613953,5,2.5,5,3,"2011-03-18 10:12:07","2011-03-18 10:29:51",0,"Greens","Greens",5,1
"151",151,336,"central_exam","CDU",-0.333333343267441,1,1,66,"female",1043,1,"almost no influence",2.66666674613953,4,2.5,3.5,3.5,"2011-03-18 17:37:58","2011-03-18 17:55:21",0,"CDU","CDU",4,1
"152",152,394,"religious_education","referendum",0.333333343267441,2,2,35,"male",488,0,"strong influence",3.66666674613953,2.5,2.5,3,2,"2011-03-19 00:38:35","2011-03-19 00:46:44",1,"SPD","SPD",3,1
"153",153,529,"central_exam","party general",-2.33333325386047,1,4,37,"male",401,0,"strong influence",3,4,2,5,3,"2011-03-21 09:53:11","2011-03-21 09:59:57",0,"REP","DVU/REP/NPD",4,1
"154",154,627,"nuclear_energy","referendum",-3,1,4,40,"female",427,-0.666666686534882,"strong influence",2.66666674613953,3.5,4.5,4,4,"2011-03-21 18:28:32","2011-03-21 18:35:39",0,"SPD","SPD",5,1
"155",155,751,"central_exam","SPD",-1,2,3,47,"female",419,0.333333343267441,"almost no influence",3.33333325386047,3.5,3.5,4,3.5,"2011-03-22 13:42:14","2011-03-22 13:49:13",NA,"I would not vote","other",1,0
"156",156,834,"religious_education","referendum",0,2,2,43,"female",688,1,"some influence",4.33333349227905,4.5,2,4.5,3.5,"2011-03-23 07:32:53","2011-03-23 07:44:21",0,"CDU","CDU",4,1
"157",157,140,"religious_education","CDU",-3,1,5,49,"male",551,-0.333333343267441,"some influence",2.33333325386047,3.5,3.5,3.5,2,"2011-03-18 08:38:51","2011-03-18 08:48:02",1,"Greens","SPD",3,0
"158",158,854,"religious_education","referendum",-2.33333325386047,1,4,49,"male",478,0,"almost no influence",3,2,3.5,4,4.5,"2011-03-23 10:05:09","2011-03-23 10:13:07",0,"SPD","SPD",4,1
"159",159,847,"central_exam","CDU",-1,1,3,51,"male",1039,0.666666686534882,"almost no influence",3.33333325386047,4.5,2,4.5,4.5,"2011-03-23 09:25:43","2011-03-23 09:43:02",0,"Left Party","Left Party",4,1
"160",160,706,"nuclear_energy","referendum",-2,1,1,58,"male",703,0.333333343267441,"almost no influence",3,3,2,4,3,"2011-03-22 07:54:48","2011-03-22 08:06:36",0,"Pirate Party","SPD",4,1
"161",161,694,"central_exam","SPD",-0.16666667163372,2,1,47,"male",634,1,"don't know",3.33333325386047,3,2.5,4,3,"2011-03-22 06:14:57","2011-03-22 06:25:36",0,"SPD","SPD",4,1
"162",162,245,"nuclear_energy","experts",-3,1,5,50,"female",659,1,"some influence",3,4,3,4.5,5,"2011-03-18 13:24:48","2011-03-18 13:35:47",0,"SPD","SPD",4,1
"163",163,671,"central_exam","party general",-2.5,1,5,64,"male",752,-0.333333343267441,"strong influence",3,3.5,1,5,3.5,"2011-03-21 20:53:05","2011-03-21 21:05:37",0,"CDU","CSU",5,1
"164",164,321,"central_exam","party general",-2,2,1,67,"female",1471,0,"almost no influence",4.33333349227905,3,2.5,4,3,"2011-03-18 16:44:43","2011-03-18 17:09:14",0,"FDP","FDP",1,0
"165",165,119,"nuclear_energy","CDU",-2.16666674613953,2,5,32,"male",697,0.333333343267441,"some influence",2.33333325386047,2,3,4.5,4.5,"2011-03-17 21:59:36","2011-03-17 22:11:13",1,"CDU","CDU",4,1
"166",166,208,"religious_education","SPD",-0.333333343267441,1,1,59,"male",667,1,"don't know",2.66666674613953,4,3,4,3.5,"2011-03-18 12:01:49","2011-03-18 12:12:56",0,"Free Voters","other",5,1
"167",167,107,"central_exam","CDU",-0.666666686534882,1,2,26,"male",1636,0.333333343267441,"almost no influence",2.33333325386047,4,1.5,3.5,4,"2011-03-17 20:45:10","2011-03-17 21:12:26",0,"REP","DVU/REP/NPD",4,1
"168",168,896,"nuclear_energy","referendum",-0.666666686534882,2,3,50,"female",1083,1.33333337306976,"some influence",3.33333325386047,3,2.5,4,4,"2011-03-23 16:09:09","2011-03-23 16:27:13",1,"Free Voters","SPD",3,0
"169",169,225,"central_exam","SPD",-0.16666667163372,2,1,61,"female",1042,0.333333343267441,"strong influence",3.33333325386047,4.5,4,3,3.5,"2011-03-18 12:37:48","2011-03-18 12:55:11",1,"SPD","SPD",4,1
"170",170,896,"religious_education","referendum",-1.83333337306976,1,4,50,"female",1083,1.33333337306976,"some influence",3.33333325386047,3,2.5,4,4,"2011-03-23 16:09:09","2011-03-23 16:27:13",1,"Free Voters","SPD",3,0
"171",171,754,"central_exam","CDU",-0.833333313465118,2,3,49,"female",868,1.66666662693024,"strong influence",3.66666674613953,4.5,2.5,4,5,"2011-03-22 13:51:10","2011-03-22 14:05:38",0,"Greens","Greens",5,1
"172",172,413,"nuclear_energy","CDU",-1,2,3,38,"female",504,0.666666686534882,"no response",3.33333325386047,3.5,2.5,3.5,2.5,"2011-03-19 09:03:35","2011-03-19 09:11:59",1,"Free Voters","other",1,0
"173",173,54,"religious_education","party general",-0.5,2,1,38,"female",1560,0,"some influence",3.66666674613953,5,2.5,3,3.5,"2011-03-17 17:32:35","2011-03-17 17:58:35",0,"SPD","SPD",3,0
"174",174,42,"nuclear_energy","CDU",-2.83333325386047,1,5,31,"male",624,1.33333337306976,"some influence",3.66666674613953,2.5,2,4,4.5,"2011-03-17 16:53:15","2011-03-17 17:03:39",0,"SPD","SPD",4,1
"175",175,257,"religious_education","party general",-0.333333343267441,1,3,62,"female",683,0,"almost no influence",3.66666674613953,4,3,4.5,2.5,"2011-03-18 13:44:36","2011-03-18 13:55:59",0,"SPD","SPD",4,1
"176",176,681,"nuclear_energy","SPD",-2,1,4,63,"female",1005,1.33333337306976,"strong influence",4.33333349227905,3,4,4,4.5,"2011-03-21 21:53:12","2011-03-21 22:09:57",1,"Greens","Greens",3,1
"177",177,831,"religious_education","SPD",-0.666666686534882,1,5,50,"male",332,1,"almost no influence",2.33333325386047,4.5,3,5,4.5,"2011-03-23 07:13:50","2011-03-23 07:19:22",1,"Greens","Greens",3,0
"178",178,795,"central_exam","experts",-1.5,2,5,46,"female",450,1,"some influence",3.66666674613953,3.5,2,4.5,3,"2011-03-22 17:56:34","2011-03-22 18:04:04",0,"CDU","CDU",3,1
"179",179,788,"central_exam","party general",0.333333343267441,2,2,46,"female",527,0.333333343267441,"some influence",3.66666674613953,3,1.5,4.5,3,"2011-03-22 17:35:06","2011-03-22 17:43:53",1,"Greens","Greens",3,0
"180",180,675,"nuclear_energy","experts",-0.666666686534882,2,3,29,"male",2001,0.333333343267441,"some influence",3,4.5,2,3.5,5,"2011-03-21 21:08:34","2011-03-21 21:41:55",1,"REP","SPD",3,0
"181",181,672,"religious_education","experts",-2.33333325386047,1,4,26,"male",539,0.666666686534882,"some influence",3,3.5,1.5,4.5,4,"2011-03-21 20:57:52","2011-03-21 21:06:51",0,"CDU","CDU",4,1
"182",182,443,"central_exam","referendum",-1,1,3,53,"male",677,1.66666662693024,"strong influence",4,4.5,1.5,5,3.5,"2011-03-19 13:40:57","2011-03-19 13:52:15",0,"CDU","CDU",4,1
"183",183,815,"central_exam","party general",-1,1,2,49,"male",483,0,"some influence",2.66666674613953,4,1.5,4,4,"2011-03-22 20:20:34","2011-03-22 20:28:37",0,"Left Party","Left Party",4,1
"184",184,851,"nuclear_energy","party general",-1.66666662693024,1,5,50,"male",1040,1.33333337306976,"some influence",3.66666674613953,4,2,4,4,"2011-03-23 09:42:20","2011-03-23 09:59:40",1,"SPD","SPD",3,1
"185",185,106,"nuclear_energy","experts",-2,1,3,36,"female",408,0.333333343267441,"don't know",2,1.5,4,2,2.5,"2011-03-17 20:39:31","2011-03-17 20:46:19",1,"CDU","CDU",4,1
"186",186,237,"religious_education","SPD",-1.5,1,3,51,"male",622,1,"some influence",2.66666674613953,3.5,3.5,3,3.5,"2011-03-18 13:05:01","2011-03-18 13:15:23",0,"SPD","SPD",5,1
"187",187,357,"religious_education","CDU",-0.333333343267441,2,1,57,"female",372,0.666666686534882,"some influence",3,4,1.5,5,4.5,"2011-03-18 18:59:44","2011-03-18 19:05:56",1,"Left Party","Left Party",4,1
"188",188,558,"central_exam","SPD",-1.5,2,2,62,"male",980,0.666666686534882,"some influence",2.66666674613953,4,3.5,4.5,3,"2011-03-21 14:07:29","2011-03-21 14:23:49",0,"Greens","Greens",4,1
"189",189,849,"central_exam","referendum",-1.16666662693024,1,3,50,"male",938,0.333333343267441,"strong influence",2,2.5,4,3,2.5,"2011-03-23 09:38:46","2011-03-23 09:54:24",0,"Left Party","SPD",3,1
"190",190,491,"religious_education","CDU",-0.5,2,1,23,"female",493,0.666666686534882,"some influence",3,3,2,3,4,"2011-03-20 12:57:42","2011-03-20 13:05:55",0,"SPD","SPD",3,1
"191",191,51,"nuclear_energy","party general",-2.33333325386047,1,5,38,"female",323,-0.666666686534882,"some influence",4.66666650772095,3,4,3.5,4,"2011-03-17 17:18:57","2011-03-17 17:24:20",0,"Left Party","Left Party",5,0
"192",192,425,"nuclear_energy","party general",-2.66666674613953,1,5,25,"female",641,0.333333343267441,"some influence",2.33333325386047,4.5,1.5,4,3.5,"2011-03-19 10:46:39","2011-03-19 10:57:20",0,"Greens","Greens",4,1
"193",193,612,"nuclear_energy","CDU",-2.33333325386047,1,5,66,"female",1877,1.33333337306976,"strong influence",1.33333337306976,3.5,3,4.5,3,"2011-03-21 17:48:30","2011-03-21 18:19:47",1,"Greens","CDU",4,1
"194",194,445,"central_exam","party general",-1,1,3,59,"female",879,0.333333343267441,"some influence",3,1.5,3.5,4,2.5,"2011-03-19 13:46:10","2011-03-19 14:00:49",0,"SPD","SPD",4,1
"195",195,455,"nuclear_energy","SPD",-0.833333313465118,1,3,45,"male",693,0,"almost no influence",4,3,2,2.5,2.5,"2011-03-19 17:03:53","2011-03-19 17:15:26",1,"Left Party","no favoured party",0,0
"196",196,644,"religious_education","party general",-0.333333343267441,2,2,45,"male",429,1,"some influence",3.33333325386047,4,2.5,2.5,3,"2011-03-21 19:20:54","2011-03-21 19:28:04",0,"SPD","SPD",4,1
"197",197,765,"central_exam","experts",-2,1,3,49,"female",749,1.33333337306976,"some influence",3.33333325386047,4.5,2.5,3,4.5,"2011-03-22 15:35:02","2011-03-22 15:47:31",1,"Pirate Party","Greens",3,1
"198",198,575,"religious_education","party general",-0.333333343267441,1,2,31,"female",1914,0.333333343267441,"strong influence",4,3.5,1.5,4.5,3.5,"2011-03-21 16:09:27","2011-03-21 16:41:21",1,"SPD","SPD",3,1
"199",199,545,"central_exam","party general",-1.16666662693024,1,3,29,"male",551,0,"strong influence",3.33333325386047,2,2.5,3,3.5,"2011-03-21 13:08:50","2011-03-21 13:18:01",1,"SPD","SPD",3,1
"200",200,642,"nuclear_energy","party general",-2.33333325386047,1,4,46,"male",852,1.33333337306976,"some influence",3.66666674613953,2,2,2.5,3,"2011-03-21 19:18:31","2011-03-21 19:32:43",0,"Greens","SPD",3,1
"201",201,759,"central_exam","SPD",-1.33333337306976,2,3,46,"female",793,0.333333343267441,"some influence",3,4,2,4,4,"2011-03-22 14:12:06","2011-03-22 14:25:19",1,"FDP","FDP",3,0
"202",202,153,"religious_education","CDU",-1,2,3,40,"male",295,0.666666686534882,"no response",3.66666674613953,2.5,4,4.5,2,"2011-03-18 09:48:53","2011-03-18 09:53:48",NA,"I would not vote","SPD",3,0
"203",203,438,"nuclear_energy","referendum",-1.83333337306976,1,5,39,"male",731,1,"strong influence",2.33333325386047,4,2,4.5,2.5,"2011-03-19 12:21:07","2011-03-19 12:33:18",0,"SPD","SPD",5,1
"204",204,463,"central_exam","CDU",-0.333333343267441,2,1,41,"female",1240,0.333333343267441,"almost no influence",2.66666674613953,4.5,2,4.5,3,"2011-03-19 19:21:12","2011-03-19 19:41:52",NA,"CDU","FDP",3,1
"205",205,361,"religious_education","experts",-0.16666667163372,2,1,41,"female",357,0.333333343267441,"some influence",3.33333325386047,4,4,3,4,"2011-03-18 19:17:26","2011-03-18 19:23:23",NA,"I would not vote","other",1,0
"206",206,638,"central_exam","SPD",-0.16666667163372,2,3,52,"male",928,-0.666666686534882,"strong influence",2.33333325386047,4,2,3,3,"2011-03-21 19:09:36","2011-03-21 19:25:04",0,"SPD","SPD",5,1
"207",207,133,"central_exam","SPD",-2.33333325386047,1,3,64,"male",622,0.333333343267441,"strong influence",2.33333325386047,2,3.5,2.5,3,"2011-03-18 05:02:38","2011-03-18 05:13:00",0,"FDP","FDP",5,1
"208",208,785,"central_exam","referendum",-1,2,3,18,"male",566,0,"almost no influence",3.33333325386047,3.5,1.5,3,4,"2011-03-22 17:08:44","2011-03-22 17:18:10",1,"Pirate Party","other",3,1
"209",209,211,"central_exam","experts",-0.16666667163372,2,1,52,"male",465,0.666666686534882,"almost no influence",3.66666674613953,3,2.5,3,2.5,"2011-03-18 12:09:59","2011-03-18 12:17:44",0,"SPD","SPD",4,1
"210",210,636,"nuclear_energy","SPD",-1.33333337306976,2,4,49,"female",569,0.666666686534882,"almost no influence",3,2.5,3,4,4,"2011-03-21 19:02:23","2011-03-21 19:11:52",1,"SPD","SPD",2,0
"211",211,93,"central_exam","experts",0,2,1,35,"male",348,0.666666686534882,"almost no influence",3.33333325386047,2,1,3.5,2.5,"2011-03-17 19:36:16","2011-03-17 19:42:04",0,"SPD","SPD",4,1
"212",212,539,"nuclear_energy","referendum",-2.33333325386047,1,4,31,"male",1971,0.666666686534882,"almost no influence",2.66666674613953,2,2,2.5,2,"2011-03-21 12:38:14","2011-03-21 13:11:05",1,"Greens","Greens",4,1
"213",213,220,"central_exam","referendum",-0.333333343267441,1,1,62,"female",634,0,"almost no influence",2.66666674613953,3.5,2.5,3.5,4,"2011-03-18 12:32:49","2011-03-18 12:43:23",0,"SPD","SPD",4,1
"214",214,852,"religious_education","referendum",-0.666666686534882,1,3,41,"female",335,0.333333343267441,"almost no influence",3,3.5,1,4,3.5,"2011-03-23 09:57:34","2011-03-23 10:03:09",NA,"I would not vote","other",1,0
"215",215,630,"central_exam","CDU",-0.333333343267441,1,1,26,"male",370,0,"some influence",2.33333325386047,5,3,4.5,3,"2011-03-21 18:41:39","2011-03-21 18:47:49",1,"SPD","SPD",3,0
"216",216,630,"nuclear_energy","CDU",-2,1,4,26,"male",370,0,"some influence",2.33333325386047,5,3,4.5,3,"2011-03-21 18:41:39","2011-03-21 18:47:49",1,"SPD","SPD",3,0
"217",217,637,"nuclear_energy","experts",-0.333333343267441,1,2,26,"male",451,1,"almost no influence",3.66666674613953,3.5,3.5,3.5,4,"2011-03-21 19:04:38","2011-03-21 19:12:09",1,"CDU","CDU",2,0
"218",218,42,"religious_education","CDU",-1.16666662693024,2,4,31,"male",624,1.33333337306976,"some influence",3.66666674613953,2.5,2,4,4.5,"2011-03-17 16:53:15","2011-03-17 17:03:39",0,"SPD","SPD",4,1
"219",219,572,"nuclear_energy","CDU",-1.33333337306976,1,4,39,"female",568,1,"almost no influence",3,3,2.5,4,3.5,"2011-03-21 15:50:41","2011-03-21 16:00:09",1,"Greens","Greens",3,0
"220",220,628,"central_exam","referendum",0,2,1,43,"male",466,0.333333343267441,"almost no influence",2,2.5,1,3.5,1.5,"2011-03-21 18:29:41","2011-03-21 18:37:27",0,"REP","DVU/REP/NPD",5,1
"221",221,773,"religious_education","SPD",-2.33333325386047,2,3,49,"female",656,0.666666686534882,"some influence",3.33333325386047,3,3,3.5,3.5,"2011-03-22 16:30:09","2011-03-22 16:41:05",1,"I would not vote","SPD",3,0
"222",222,556,"central_exam","party general",-0.333333343267441,2,1,49,"male",875,0,"some influence",3.33333325386047,2.5,2,3,3.5,"2011-03-21 14:05:07","2011-03-21 14:19:42",1,"Free Voters","other",3,0
"223",223,211,"nuclear_energy","experts",-1.83333337306976,1,4,52,"male",465,0.666666686534882,"almost no influence",3.66666674613953,3,2.5,3,2.5,"2011-03-18 12:09:59","2011-03-18 12:17:44",0,"SPD","SPD",4,1
"224",224,279,"nuclear_energy","SPD",-2.33333325386047,1,5,63,"male",515,0.666666686534882,"strong influence",2.66666674613953,4,3.5,4.5,4.5,"2011-03-18 14:44:45","2011-03-18 14:53:21",0,"SPD","SPD",5,1
"225",225,870,"religious_education","CDU",-1.16666662693024,1,3,19,"male",2505,0.333333343267441,"some influence",3,2.5,2.5,2.5,2,"2011-03-23 12:30:53","2011-03-23 13:12:38",1,"SPD","SPD",3,1
"226",226,86,"religious_education","CDU",0,2,1,39,"male",493,0.333333343267441,"some influence",4,1.5,2,3,2,"2011-03-17 19:20:39","2011-03-17 19:28:52",1,"Greens","Greens",3,1
"227",227,177,"central_exam","party general",-1.83333337306976,2,4,69,"male",1489,0.666666686534882,"almost no influence",4,3,1,4.5,3.5,"2011-03-18 11:28:54","2011-03-18 11:53:43",0,"SPD","SPD",5,1
"228",228,856,"nuclear_energy","experts",-1,2,3,47,"male",716,0,"almost no influence",2.66666674613953,3.5,2,4.5,3.5,"2011-03-23 10:11:42","2011-03-23 10:23:38",0,"SPD","SPD",3,1
"229",229,757,"nuclear_energy","party general",-3,1,5,48,"female",580,0.666666686534882,"some influence",3,3,3,3,3,"2011-03-22 14:05:18","2011-03-22 14:14:58",0,"CDU","CDU",4,1
"230",230,133,"nuclear_energy","SPD",-1.66666662693024,1,5,64,"male",622,0.333333343267441,"strong influence",2.33333325386047,2,3.5,2.5,3,"2011-03-18 05:02:38","2011-03-18 05:13:00",0,"FDP","FDP",5,1
